21	21
0.107527	0.115591	0.086022	0.045699	0.040323	0.126344	0.182796	0.276882	0.370968	0.381720	0.392473	0.392473	0.389785	0.362903	0.392473	0.389785	0.051075	0.043011	0.043011	0.059140	0.104839	
0.150538	0.147849	0.129032	0.104839	0.099462	0.158602	0.284946	0.357527	0.389785	0.392473	0.389785	0.408602	0.405914	0.370968	0.387097	0.424731	0.112903	0.069892	0.075269	0.094086	0.137097	
0.268817	0.239247	0.239247	0.271505	0.247312	0.317204	0.405914	0.424731	0.438172	0.454301	0.462366	0.448925	0.427419	0.408602	0.462366	0.510753	0.271505	0.236559	0.236559	0.225806	0.247312	
0.163978	0.163978	0.155914	0.182796	0.163978	0.271505	0.354839	0.344086	0.352151	0.352151	0.352151	0.346774	0.333333	0.333333	0.384409	0.438172	0.220430	0.163978	0.123656	0.120968	0.169355	
0.145161	0.131720	0.086022	0.075269	0.069892	0.180108	0.266129	0.263441	0.263441	0.266129	0.276882	0.282258	0.276882	0.271505	0.287634	0.376344	0.102151	0.072581	0.069892	0.083333	0.139785	
0.241935	0.190860	0.161290	0.158602	0.134409	0.212366	0.290323	0.327957	0.333333	0.357527	0.430108	0.470430	0.435484	0.284946	0.247312	0.400538	0.137097	0.099462	0.086022	0.139785	0.209677	
0.279570	0.258065	0.252688	0.252688	0.244624	0.258065	0.306452	0.376344	0.602151	0.715054	0.776882	0.817204	0.817204	0.696237	0.532258	0.545699	0.241935	0.204301	0.198925	0.239247	0.295699	
0.161290	0.142473	0.150538	0.112903	0.091398	0.129032	0.120968	0.430108	0.793011	0.962366	1.000000	1.000000	1.000000	0.951613	0.905914	0.500000	0.123656	0.096774	0.112903	0.134409	0.182796	
0.091398	0.112903	0.083333	0.045699	0.021505	0.088710	0.311828	0.728495	0.994624	1.002688	1.002688	1.002688	1.002688	1.000000	0.983871	0.553763	0.032258	0.016129	0.034946	0.056452	0.086022	
0.198925	0.215054	0.209677	0.198925	0.182796	0.279570	0.653226	0.994624	1.002688	1.002688	1.002688	1.002688	1.002688	1.002688	1.000000	0.666667	0.198925	0.145161	0.129032	0.147849	0.193548	
0.177419	0.201613	0.231183	0.276882	0.301075	0.553763	0.962366	1.002688	1.002688	1.002688	1.002688	1.002688	1.002688	1.002688	0.965054	0.588710	0.330645	0.258065	0.201613	0.147849	0.204301	
0.102151	0.134409	0.145161	0.166667	0.182796	0.510753	0.986559	1.002688	1.002688	1.002688	1.002688	1.002688	1.000000	0.994624	0.793011	0.403226	0.215054	0.172043	0.102151	0.059140	0.115591	
0.120968	0.131720	0.083333	0.051075	0.048387	0.405914	0.948925	0.997312	1.000000	1.000000	1.000000	1.000000	0.994624	0.838710	0.489247	0.206989	0.069892	0.043011	0.043011	0.056452	0.083333	
0.268817	0.244624	0.217742	0.193548	0.182796	0.379032	0.801075	0.962366	0.989247	0.997312	0.991935	0.975806	0.887097	0.666667	0.279570	0.301075	0.166667	0.166667	0.190860	0.204301	0.209677	
0.255376	0.241935	0.215054	0.190860	0.196237	0.362903	0.440860	0.518817	0.696237	0.736559	0.709677	0.650538	0.556452	0.354839	0.274194	0.303763	0.223118	0.204301	0.223118	0.223118	0.231183	
0.158602	0.145161	0.086022	0.067204	0.061828	0.231183	0.177419	0.166667	0.327957	0.373656	0.341398	0.282258	0.276882	0.271505	0.271505	0.220430	0.102151	0.080645	0.091398	0.107527	0.123656	
0.145161	0.145161	0.112903	0.067204	0.059140	0.236559	0.247312	0.185484	0.255376	0.247312	0.247312	0.247312	0.255376	0.255376	0.258065	0.198925	0.056452	0.051075	0.067204	0.077957	0.072581	
0.239247	0.239247	0.220430	0.223118	0.212366	0.346774	0.368280	0.362903	0.370968	0.376344	0.392473	0.403226	0.397849	0.387097	0.384409	0.346774	0.212366	0.188172	0.174731	0.166667	0.177419	
0.158602	0.169355	0.161290	0.169355	0.169355	0.357527	0.349462	0.284946	0.293011	0.333333	0.357527	0.370968	0.357527	0.357527	0.341398	0.271505	0.155914	0.153226	0.145161	0.115591	0.126344	
0.129032	0.107527	0.118280	0.112903	0.091398	0.284946	0.349462	0.250000	0.311828	0.346774	0.370968	0.360215	0.365591	0.370968	0.325269	0.206989	0.118280	0.107527	0.099462	0.086022	0.080645	
0.182796	0.174731	0.142473	0.134409	0.126344	0.325269	0.397849	0.368280	0.413978	0.416667	0.408602	0.413978	0.408602	0.376344	0.298387	0.228495	0.120968	0.118280	0.118280	0.131720	0.163978	
